ID,study,resource,donation,pie
R_6Vyi57LyFNN9jE9,Study 7,Money,4,10
R_6Yt7G00KE0wnNkO,Study 7,Bottle: least liked,10,10
R_6Yt7G00KE0wnNkO,Study 7,Mug: least liked,10,10
R_6Yt7G00KE0wnNkO,Study 7,Notebook: least liked,10,10
R_6aq156KgZk9cttD,Study 7,Money,4,10
R_6azYbZd4TQa1CoF,Study 7,Bottle: least liked,5,10
R_6azYbZd4TQa1CoF,Study 7,Mug: least liked,5,10
R_6azYbZd4TQa1CoF,Study 7,Notebook: least liked,5,10
R_6bN6ZVR7PJz0VAB,Study 7,Bottle: least liked,8,10
R_6bN6ZVR7PJz0VAB,Study 7,Mug: least liked,10,10
R_6bN6ZVR7PJz0VAB,Study 7,Notebook: least liked,10,10
R_6dtOlY78CpaaVEJ,Study 7,Money,0,10
R_6e47ZIdvZexp2TX,Study 7,Money,0,10
R_6eG78o9RjLKGo13,Study 7,Bottle: least liked,5,10
R_6eG78o9RjLKGo13,Study 7,Mug: least liked,4,10
R_6eG78o9RjLKGo13,Study 7,Notebook: least liked,5,10
R_6eqzF0sBcdn77w1,Study 7,Money,5,10
R_6fMGgHB9Q8vhBJL,Study 7,Bottle: least liked,5,10
R_6fMGgHB9Q8vhBJL,Study 7,Mug: least liked,5,10
R_6fMGgHB9Q8vhBJL,Study 7,Notebook: least liked,5,10
R_6fPoktwOh0e17kQ,Study 7,Bottle: most liked,5,10
R_6fPoktwOh0e17kQ,Study 7,Mug: most liked,5,10
R_6fPoktwOh0e17kQ,Study 7,Notebook: most liked,4,10
R_6fcJJxEeO0ew55q,Study 7,Bottle: most liked,3,10
R_6fcJJxEeO0ew55q,Study 7,Mug: most liked,3,10
R_6fcJJxEeO0ew55q,Study 7,Notebook: most liked,2,10
R_6g7HTdKt0W6LcF2,Study 7,Bottle: least liked,5,10
R_6g7HTdKt0W6LcF2,Study 7,Mug: least liked,5,10
R_6g7HTdKt0W6LcF2,Study 7,Notebook: least liked,5,10
R_6gGtlE0XBth5E3L,Study 7,Money,2,10
R_6gNL8s6qCm6LdGD,Study 7,Money,0,10
R_6gpxrQNnqhbPpqZ,Study 7,Bottle: least liked,7,10
R_6gpxrQNnqhbPpqZ,Study 7,Mug: least liked,8,10
R_6gpxrQNnqhbPpqZ,Study 7,Notebook: least liked,6,10
R_6h7uHQBf9StpWDL,Study 7,Bottle: least liked,10,10
R_6h7uHQBf9StpWDL,Study 7,Mug: least liked,10,10
R_6h7uHQBf9StpWDL,Study 7,Notebook: least liked,10,10
R_6hFeuXBIe0ubCwN,Study 7,Bottle: most liked,5,10
R_6hFeuXBIe0ubCwN,Study 7,Mug: most liked,5,10
R_6hFeuXBIe0ubCwN,Study 7,Notebook: most liked,5,10
R_6hyl0xNaXwh7ISK,Study 7,Bottle: most liked,5,10
R_6hyl0xNaXwh7ISK,Study 7,Mug: most liked,5,10
R_6hyl0xNaXwh7ISK,Study 7,Notebook: most liked,5,10
R_6iWtJcdzOY0x7aU,Study 7,Bottle: most liked,5,10
R_6iWtJcdzOY0x7aU,Study 7,Mug: most liked,5,10
R_6iWtJcdzOY0x7aU,Study 7,Notebook: most liked,5,10
R_6jSPpCbZptk78yd,Study 7,Bottle: least liked,4,10
R_6jSPpCbZptk78yd,Study 7,Mug: least liked,6,10
R_6jSPpCbZptk78yd,Study 7,Notebook: least liked,5,10
R_6jonjc65639xrRD,Study 7,Money,2,10
R_6mUkF9j2cUWggQL,Study 7,Bottle: least liked,9,10
R_6mUkF9j2cUWggQL,Study 7,Mug: least liked,10,10
R_6mUkF9j2cUWggQL,Study 7,Notebook: least liked,10,10
R_6nMMSzvKOjqYIa2,Study 7,Bottle: least liked,5,10
R_6nMMSzvKOjqYIa2,Study 7,Mug: least liked,5,10
R_6nMMSzvKOjqYIa2,Study 7,Notebook: least liked,10,10
R_6p4sVNIkiXr4LUY,Study 7,Bottle: most liked,5,10
R_6p4sVNIkiXr4LUY,Study 7,Mug: most liked,5,10
R_6p4sVNIkiXr4LUY,Study 7,Notebook: most liked,5,10
R_6pVulsKHxBXA2gQ,Study 7,Money,2,10
R_6pYLWP8eN0qp16Q,Study 7,Bottle: most liked,5,10
R_6pYLWP8eN0qp16Q,Study 7,Mug: most liked,5,10
R_6pYLWP8eN0qp16Q,Study 7,Notebook: most liked,5,10
R_6pg34Z1thacng3N,Study 7,Money,0,10
R_6qb32MjX4zWgeDA,Study 7,Bottle: most liked,3,10
R_6qb32MjX4zWgeDA,Study 7,Mug: most liked,5,10
R_6qb32MjX4zWgeDA,Study 7,Notebook: most liked,2,10
R_6qq3WfGRBtluzvK,Study 7,Money,0.6666666666666666,10
R_6qsicXh0DU6Fzhf,Study 7,Bottle: least liked,5,10
R_6qsicXh0DU6Fzhf,Study 7,Mug: least liked,5,10
R_6qsicXh0DU6Fzhf,Study 7,Notebook: least liked,5,10
R_6rBnKYiAObf7KlC,Study 7,Bottle: most liked,8,10
R_6rBnKYiAObf7KlC,Study 7,Mug: most liked,6,10
R_6rBnKYiAObf7KlC,Study 7,Notebook: most liked,5,10
R_6s4YoN2kNe5e7Dw,Study 7,Money,5,10
R_6sBsr85U77tCf1s,Study 7,Bottle: most liked,6,10
R_6sBsr85U77tCf1s,Study 7,Mug: most liked,6,10
R_6sBsr85U77tCf1s,Study 7,Notebook: most liked,6,10
R_6upm9Tk6RIsdWpW,Study 7,Bottle: least liked,2,10
R_6upm9Tk6RIsdWpW,Study 7,Mug: least liked,1,10
R_6upm9Tk6RIsdWpW,Study 7,Notebook: least liked,9,10
R_6vcssDdosbfbeop,Study 7,Bottle: most liked,5,10
R_6vcssDdosbfbeop,Study 7,Mug: most liked,5,10
R_6vcssDdosbfbeop,Study 7,Notebook: most liked,5,10
R_6wHSkN1WO7Gc9iy,Study 7,Bottle: least liked,10,10
R_6wHSkN1WO7Gc9iy,Study 7,Mug: least liked,10,10
R_6wHSkN1WO7Gc9iy,Study 7,Notebook: least liked,5,10
R_6wbiyFIBPdlPKyK,Study 7,Money,1.6666666666666667,10
R_6wnLvTiYbc7DjcV,Study 7,Bottle: least liked,10,10
R_6wnLvTiYbc7DjcV,Study 7,Mug: least liked,10,10
R_6wnLvTiYbc7DjcV,Study 7,Notebook: least liked,10,10
R_6xHWLfgqemzSjx7,Study 7,Money,0,10
R_6ymfhb3hvCVkwrn,Study 7,Bottle: least liked,5,10
R_6ymfhb3hvCVkwrn,Study 7,Mug: least liked,3,10
R_6ymfhb3hvCVkwrn,Study 7,Notebook: least liked,9,10
R_6yszLFX8ayKiPZC,Study 7,Bottle: most liked,5,10
R_6yszLFX8ayKiPZC,Study 7,Mug: most liked,5,10
R_6yszLFX8ayKiPZC,Study 7,Notebook: most liked,5,10
R_6zqdofTFVvasb9s,Study 7,Bottle: most liked,5,10
R_6zqdofTFVvasb9s,Study 7,Mug: most liked,7,10
R_6zqdofTFVvasb9s,Study 7,Notebook: most liked,5,10
R_70kkID0Qcv5oVKs,Study 7,Bottle: most liked,4,10
R_70kkID0Qcv5oVKs,Study 7,Mug: most liked,5,10
R_70kkID0Qcv5oVKs,Study 7,Notebook: most liked,5,10
R_71584qHeqgtOuLh,Study 7,Bottle: least liked,10,10
R_71584qHeqgtOuLh,Study 7,Mug: least liked,10,10
R_71584qHeqgtOuLh,Study 7,Notebook: least liked,10,10
R_71BucVapW46teut,Study 7,Bottle: most liked,5,10
R_71BucVapW46teut,Study 7,Mug: most liked,5,10
R_71BucVapW46teut,Study 7,Notebook: most liked,5,10
R_71FW9PKjJTW248a,Study 7,Bottle: least liked,9,10
R_71FW9PKjJTW248a,Study 7,Mug: least liked,9,10
R_71FW9PKjJTW248a,Study 7,Notebook: least liked,5,10
R_71YlWAQ6eHoXujA,Study 7,Bottle: most liked,5,10
R_71YlWAQ6eHoXujA,Study 7,Mug: most liked,5,10
R_71YlWAQ6eHoXujA,Study 7,Notebook: most liked,5,10
R_71pi2FbId5hy7B1,Study 7,Money,0,10
R_72VND5m3UZnNuCL,Study 7,Money,1.6666666666666667,10
R_7315iQqlFd1vPc1,Study 7,Bottle: least liked,5,10
R_7315iQqlFd1vPc1,Study 7,Mug: least liked,5,10
R_7315iQqlFd1vPc1,Study 7,Notebook: least liked,5,10
R_735ceZcpIkkWRGx,Study 7,Money,4.666666666666667,10
R_738ajAU5BRVSKIN,Study 7,Bottle: least liked,5,10
R_738ajAU5BRVSKIN,Study 7,Mug: least liked,5,10
R_738ajAU5BRVSKIN,Study 7,Notebook: least liked,5,10
R_73UfL2FdzGOucYC,Study 7,Money,1,10
R_74Gxyj62NKhhwvB,Study 7,Bottle: least liked,5,10
R_74Gxyj62NKhhwvB,Study 7,Mug: least liked,5,10
R_74Gxyj62NKhhwvB,Study 7,Notebook: least liked,5,10
R_74MLX43nBWHhsEB,Study 7,Bottle: least liked,5,10
R_74MLX43nBWHhsEB,Study 7,Mug: least liked,5,10
R_74MLX43nBWHhsEB,Study 7,Notebook: least liked,3,10
R_74PnH7g6kmd2iyU,Study 7,Bottle: most liked,5,10
R_74PnH7g6kmd2iyU,Study 7,Mug: most liked,5,10
R_74PnH7g6kmd2iyU,Study 7,Notebook: most liked,5,10
R_74nFvQEJHrgFkGA,Study 7,Money,2,10
R_74vLKXPANvWsKlE,Study 7,Bottle: most liked,0,10
R_74vLKXPANvWsKlE,Study 7,Mug: most liked,0,10
R_74vLKXPANvWsKlE,Study 7,Notebook: most liked,0,10
R_765cICBRg8uMFn9,Study 7,Bottle: least liked,10,10
R_765cICBRg8uMFn9,Study 7,Mug: least liked,10,10
R_765cICBRg8uMFn9,Study 7,Notebook: least liked,10,10
R_77CqOm1e0Cbhx5K,Study 7,Bottle: most liked,5,10
R_77CqOm1e0Cbhx5K,Study 7,Mug: most liked,5,10
R_77CqOm1e0Cbhx5K,Study 7,Notebook: most liked,0,10
R_77IBOOIuvibw51f,Study 7,Money,5,10
R_77WMjSYhs6djI7T,Study 7,Money,4.666666666666667,10
R_785RV6IcTOHUFLr,Study 7,Bottle: most liked,5,10
R_785RV6IcTOHUFLr,Study 7,Mug: most liked,5,10
R_785RV6IcTOHUFLr,Study 7,Notebook: most liked,5,10
R_78H7Voep5QEgfPf,Study 7,Money,1,10
R_78Pa9gMqvMPMk1x,Study 7,Bottle: most liked,5,10
R_78Pa9gMqvMPMk1x,Study 7,Mug: most liked,5,10
R_78Pa9gMqvMPMk1x,Study 7,Notebook: most liked,5,10
R_78RIbbGoN7zgwgx,Study 7,Bottle: least liked,5,10
R_78RIbbGoN7zgwgx,Study 7,Mug: least liked,5,10
R_78RIbbGoN7zgwgx,Study 7,Notebook: least liked,5,10
R_79SrdFor6gJNxEl,Study 7,Money,5,10
R_79lYlgttLDIeRd1,Study 7,Bottle: least liked,5,10
R_79lYlgttLDIeRd1,Study 7,Mug: least liked,5,10
R_79lYlgttLDIeRd1,Study 7,Notebook: least liked,5,10
R_79xp2Xg36h7F1PH,Study 7,Money,5,10
R_7APTPHOJHHxBX3z,Study 7,Bottle: least liked,5,10
R_7APTPHOJHHxBX3z,Study 7,Mug: least liked,10,10
R_7APTPHOJHHxBX3z,Study 7,Notebook: least liked,10,10
R_7B3rpzbez7kWwJD,Study 7,Bottle: least liked,5,10
R_7B3rpzbez7kWwJD,Study 7,Mug: least liked,5,10
R_7B3rpzbez7kWwJD,Study 7,Notebook: least liked,5,10
R_7B8taRKOnId9ap0,Study 7,Bottle: most liked,5,10
R_7B8taRKOnId9ap0,Study 7,Mug: most liked,5,10
R_7B8taRKOnId9ap0,Study 7,Notebook: most liked,5,10
R_7BrjwdmMv15UeAf,Study 7,Bottle: most liked,5,10
R_7BrjwdmMv15UeAf,Study 7,Mug: most liked,9,10
R_7BrjwdmMv15UeAf,Study 7,Notebook: most liked,8,10
R_7C22Pg4bwpTHd4o,Study 7,Bottle: most liked,5,10
R_7C22Pg4bwpTHd4o,Study 7,Mug: most liked,5,10
R_7C22Pg4bwpTHd4o,Study 7,Notebook: most liked,5,10
R_7CITiLoa8LdklV8,Study 7,Money,0,10
R_7CPGYMKb7OZabUJ,Study 7,Money,5,10
R_7Cg2rb4WQwz88wl,Study 7,Bottle: least liked,1,10
R_7Cg2rb4WQwz88wl,Study 7,Mug: least liked,5,10
R_7Cg2rb4WQwz88wl,Study 7,Notebook: least liked,5,10
R_7DG52QUYTplkbZL,Study 7,Bottle: most liked,3,10
R_7DG52QUYTplkbZL,Study 7,Mug: most liked,5,10
R_7DG52QUYTplkbZL,Study 7,Notebook: most liked,4,10
R_7DNNpAETf7qfPS1,Study 7,Bottle: most liked,4,10
R_7DNNpAETf7qfPS1,Study 7,Mug: most liked,4,10
R_7DNNpAETf7qfPS1,Study 7,Notebook: most liked,5,10
R_7E9VsnFsQflPWXK,Study 7,Bottle: most liked,4,10
R_7E9VsnFsQflPWXK,Study 7,Mug: most liked,5,10
R_7E9VsnFsQflPWXK,Study 7,Notebook: most liked,3,10
R_7ELsmUosZRyJSpz,Study 7,Bottle: most liked,5,10
R_7ELsmUosZRyJSpz,Study 7,Mug: most liked,5,10
R_7ELsmUosZRyJSpz,Study 7,Notebook: most liked,5,10
R_7EMACMoethDPMaZ,Study 7,Bottle: least liked,8,10
R_7EMACMoethDPMaZ,Study 7,Mug: least liked,5,10
R_7EMACMoethDPMaZ,Study 7,Notebook: least liked,5,10
R_7EobAfTS6kJ938d,Study 7,Bottle: least liked,8,10
R_7EobAfTS6kJ938d,Study 7,Mug: least liked,6,10
R_7EobAfTS6kJ938d,Study 7,Notebook: least liked,6,10
R_7FJtnvxoEiC49nu,Study 7,Bottle: least liked,5,10
R_7FJtnvxoEiC49nu,Study 7,Mug: least liked,5,10
R_7FJtnvxoEiC49nu,Study 7,Notebook: least liked,10,10
R_7FOtkvbAhc9to18,Study 7,Bottle: most liked,5,10
R_7FOtkvbAhc9to18,Study 7,Mug: most liked,5,10
R_7FOtkvbAhc9to18,Study 7,Notebook: most liked,5,10
R_7FZZOZhGfy9qkVP,Study 7,Bottle: most liked,5,10
R_7FZZOZhGfy9qkVP,Study 7,Mug: most liked,5,10
R_7FZZOZhGfy9qkVP,Study 7,Notebook: most liked,5,10
R_7G5WNC4GxoE7DPj,Study 7,Money,5,10
R_7G7JXv3GOjOixup,Study 7,Money,3.3333333333333335,10
R_7Gf8nScdtWa16By,Study 7,Bottle: least liked,9,10
R_7Gf8nScdtWa16By,Study 7,Mug: least liked,6,10
R_7Gf8nScdtWa16By,Study 7,Notebook: least liked,10,10
R_7Gf8rriIHtR953F,Study 7,Money,5,10
R_7GrRaGd79Zja4al,Study 7,Money,5,10
R_7HB9ORrud6acjaP,Study 7,Money,0.3333333333333333,10
R_7Hh8Hk223kAq3kU,Study 7,Money,5,10
R_7HhX9AKzSPO4hvH,Study 7,Bottle: most liked,5,10
R_7HhX9AKzSPO4hvH,Study 7,Mug: most liked,5,10
R_7HhX9AKzSPO4hvH,Study 7,Notebook: most liked,5,10
R_7I3pySxLRUld8sI,Study 7,Bottle: most liked,5,10
R_7I3pySxLRUld8sI,Study 7,Mug: most liked,7,10
R_7I3pySxLRUld8sI,Study 7,Notebook: most liked,5,10
R_7IBquzEQk4W9OlD,Study 7,Money,10,10
R_7IGIu0F5NNgxLfV,Study 7,Bottle: most liked,5,10
R_7IGIu0F5NNgxLfV,Study 7,Mug: most liked,5,10
R_7IGIu0F5NNgxLfV,Study 7,Notebook: most liked,10,10
R_7IIkp50jqwyDnu9,Study 7,Bottle: least liked,10,10
R_7IIkp50jqwyDnu9,Study 7,Mug: least liked,10,10
R_7IIkp50jqwyDnu9,Study 7,Notebook: least liked,9,10
R_7ILRIVIzMKIuPlw,Study 7,Bottle: least liked,5,10
R_7ILRIVIzMKIuPlw,Study 7,Mug: least liked,9,10
R_7ILRIVIzMKIuPlw,Study 7,Notebook: least liked,5,10
R_7IY4Bf9c8l1Otbx,Study 7,Money,5,10
R_7JeSsvXJi8e5O4p,Study 7,Bottle: least liked,5,10
R_7JeSsvXJi8e5O4p,Study 7,Mug: least liked,5,10
R_7JeSsvXJi8e5O4p,Study 7,Notebook: least liked,5,10
R_7JmYzohBeqQEUdD,Study 7,Bottle: least liked,0,10
R_7JmYzohBeqQEUdD,Study 7,Mug: least liked,0,10
R_7JmYzohBeqQEUdD,Study 7,Notebook: least liked,0,10
R_7K26ZljgznvaZJU,Study 7,Bottle: least liked,10,10
R_7K26ZljgznvaZJU,Study 7,Mug: least liked,5,10
R_7K26ZljgznvaZJU,Study 7,Notebook: least liked,10,10
R_7KSlfCK57IV4w7L,Study 7,Bottle: least liked,6,10
R_7KSlfCK57IV4w7L,Study 7,Mug: least liked,10,10
R_7KSlfCK57IV4w7L,Study 7,Notebook: least liked,3,10
R_7KYN4xBdT27XI0h,Study 7,Bottle: least liked,9,10
R_7KYN4xBdT27XI0h,Study 7,Mug: least liked,9,10
R_7KYN4xBdT27XI0h,Study 7,Notebook: least liked,9,10
R_7LIjtmCDqwJjhXe,Study 7,Bottle: least liked,10,10
R_7LIjtmCDqwJjhXe,Study 7,Mug: least liked,10,10
R_7LIjtmCDqwJjhXe,Study 7,Notebook: least liked,10,10
R_7MA0cI5tr1YE9on,Study 7,Bottle: least liked,5,10
R_7MA0cI5tr1YE9on,Study 7,Mug: least liked,10,10
R_7MA0cI5tr1YE9on,Study 7,Notebook: least liked,5,10
R_7MPQxlHPimMNwJO,Study 7,Bottle: least liked,7,10
R_7MPQxlHPimMNwJO,Study 7,Mug: least liked,7,10
R_7MPQxlHPimMNwJO,Study 7,Notebook: least liked,7,10
R_7MbyRwbG84qVhHx,Study 7,Money,4.666666666666667,10
R_7MhWi0EHP1Toq6E,Study 7,Money,0,10
R_7MtCqRjhfpidj6I,Study 7,Bottle: most liked,5,10
R_7MtCqRjhfpidj6I,Study 7,Mug: most liked,5,10
R_7MtCqRjhfpidj6I,Study 7,Notebook: most liked,5,10
R_7NJQAzH4g0lWWvk,Study 7,Bottle: least liked,10,10
R_7NJQAzH4g0lWWvk,Study 7,Mug: least liked,10,10
R_7NJQAzH4g0lWWvk,Study 7,Notebook: least liked,10,10
R_7ODIKLIyDGPHyfp,Study 7,Bottle: most liked,5,10
R_7ODIKLIyDGPHyfp,Study 7,Mug: most liked,5,10
R_7ODIKLIyDGPHyfp,Study 7,Notebook: most liked,5,10
R_7OMVo5klhihO73n,Study 7,Bottle: most liked,5,10
R_7OMVo5klhihO73n,Study 7,Mug: most liked,5,10
R_7OMVo5klhihO73n,Study 7,Notebook: most liked,5,10
R_7P0gKuaBpTMsIg2,Study 7,Money,5,10
R_7PH2CcQt6OfbDaX,Study 7,Bottle: least liked,5,10
R_7PH2CcQt6OfbDaX,Study 7,Mug: least liked,5,10
R_7PH2CcQt6OfbDaX,Study 7,Notebook: least liked,5,10
R_7PRGKMMLBwpMbuW,Study 7,Bottle: least liked,10,10
R_7PRGKMMLBwpMbuW,Study 7,Mug: least liked,10,10
R_7PRGKMMLBwpMbuW,Study 7,Notebook: least liked,10,10
R_7PcoTTFOyhID2b9,Study 7,Bottle: least liked,5,10
R_7PcoTTFOyhID2b9,Study 7,Mug: least liked,10,10
R_7PcoTTFOyhID2b9,Study 7,Notebook: least liked,10,10
R_7PoA0YVLpmYd7Ek,Study 7,Bottle: least liked,10,10
R_7PoA0YVLpmYd7Ek,Study 7,Mug: least liked,10,10
R_7PoA0YVLpmYd7Ek,Study 7,Notebook: least liked,10,10
R_7QFL8WCe3lnkEHk,Study 7,Bottle: most liked,5,10
R_7QFL8WCe3lnkEHk,Study 7,Mug: most liked,5,10
R_7QFL8WCe3lnkEHk,Study 7,Notebook: most liked,5,10
R_7QGxZ2eoN47YuGq,Study 7,Bottle: most liked,4,10
R_7QGxZ2eoN47YuGq,Study 7,Mug: most liked,4,10
R_7QGxZ2eoN47YuGq,Study 7,Notebook: most liked,4,10
R_7Qz89O8gOMXYMqC,Study 7,Bottle: most liked,5,10
R_7Qz89O8gOMXYMqC,Study 7,Mug: most liked,5,10
R_7Qz89O8gOMXYMqC,Study 7,Notebook: most liked,5,10
R_7R24VPD5GbvQuNQ,Study 7,Money,0,10
R_7R9z0qimPdxObMB,Study 7,Bottle: least liked,5,10
R_7R9z0qimPdxObMB,Study 7,Mug: least liked,8,10
R_7R9z0qimPdxObMB,Study 7,Notebook: least liked,5,10
R_7SbeR5RYtZwImoF,Study 7,Bottle: most liked,5,10
R_7SbeR5RYtZwImoF,Study 7,Mug: most liked,5,10
R_7SbeR5RYtZwImoF,Study 7,Notebook: most liked,5,10
R_7SkQpEr9RPVAh76,Study 7,Money,4,10
R_7Sl6h9jhHrsgOi4,Study 7,Bottle: least liked,5,10
R_7Sl6h9jhHrsgOi4,Study 7,Mug: least liked,5,10
R_7Sl6h9jhHrsgOi4,Study 7,Notebook: least liked,5,10
R_7U0qCrsMa88aUJr,Study 7,Money,0,10
R_7UFAHcjFmJJPw1X,Study 7,Bottle: least liked,5,10
R_7UFAHcjFmJJPw1X,Study 7,Mug: least liked,5,10
R_7UFAHcjFmJJPw1X,Study 7,Notebook: least liked,5,10
R_7UhFFouvG6bInqF,Study 7,Money,5,10
R_7UhkVuUHU7NpcgT,Study 7,Money,5,10
R_7UkbTTClKe8Nt3H,Study 7,Money,0,10
R_7VsjOzapUQ8ZRBL,Study 7,Bottle: most liked,5,10
R_7VsjOzapUQ8ZRBL,Study 7,Mug: most liked,1,10
R_7VsjOzapUQ8ZRBL,Study 7,Notebook: most liked,0,10
R_7XkZ2l8tsdM6suJ,Study 7,Bottle: least liked,6,10
R_7XkZ2l8tsdM6suJ,Study 7,Mug: least liked,6,10
R_7XkZ2l8tsdM6suJ,Study 7,Notebook: least liked,7,10
R_7YJklRXo5X6oB2I,Study 7,Bottle: least liked,9,10
R_7YJklRXo5X6oB2I,Study 7,Mug: least liked,10,10
R_7YJklRXo5X6oB2I,Study 7,Notebook: least liked,8,10
R_7ZKM5eYe67aXLOx,Study 7,Money,5,10
R_7aKtNs5lIjVjWAB,Study 7,Money,3,10
R_7ajsj8TVeSVNoAN,Study 7,Bottle: least liked,10,10
R_7ajsj8TVeSVNoAN,Study 7,Mug: least liked,10,10
R_7ajsj8TVeSVNoAN,Study 7,Notebook: least liked,10,10
R_7auosFhtj7btpct,Study 7,Money,0,10
R_7bK2V6QL0vBiRma,Study 7,Money,10,10
R_7bzpeOay7jSc7Bv,Study 7,Bottle: least liked,9,10
R_7bzpeOay7jSc7Bv,Study 7,Mug: least liked,9,10
R_7bzpeOay7jSc7Bv,Study 7,Notebook: least liked,2,10
R_7c01v4ejBUMkGJe,Study 7,Money,5,10
R_7c0XU9RX5W08L2p,Study 7,Bottle: most liked,3,10
R_7c0XU9RX5W08L2p,Study 7,Mug: most liked,5,10
R_7c0XU9RX5W08L2p,Study 7,Notebook: most liked,3,10
R_7ccnkKPEw4xaM4e,Study 7,Bottle: least liked,10,10
R_7ccnkKPEw4xaM4e,Study 7,Mug: least liked,10,10
R_7ccnkKPEw4xaM4e,Study 7,Notebook: least liked,10,10
R_7ci9LeiZHH517iQ,Study 7,Money,3,10
R_7cuMLp8zeAsFCYM,Study 7,Bottle: least liked,10,10
R_7cuMLp8zeAsFCYM,Study 7,Mug: least liked,10,10
R_7cuMLp8zeAsFCYM,Study 7,Notebook: least liked,10,10
R_7cvbOrL65aaw6LC,Study 7,Money,5,10
R_7dtP25iyh3AMHoA,Study 7,Bottle: least liked,9,10
R_7dtP25iyh3AMHoA,Study 7,Mug: least liked,5,10
R_7dtP25iyh3AMHoA,Study 7,Notebook: least liked,9,10
R_7dulYnfvsZVOlS8,Study 7,Bottle: most liked,5,10
R_7dulYnfvsZVOlS8,Study 7,Mug: most liked,2,10
R_7dulYnfvsZVOlS8,Study 7,Notebook: most liked,5,10
R_7emJSfyuQgnbHvr,Study 7,Bottle: least liked,7,10
R_7emJSfyuQgnbHvr,Study 7,Mug: least liked,8,10
R_7emJSfyuQgnbHvr,Study 7,Notebook: least liked,8,10
R_7et4NE6eVsKuieC,Study 7,Bottle: most liked,3,10
R_7et4NE6eVsKuieC,Study 7,Mug: most liked,5,10
R_7et4NE6eVsKuieC,Study 7,Notebook: most liked,3,10
R_7f7JCYgLUwcSesY,Study 7,Bottle: least liked,9,10
R_7f7JCYgLUwcSesY,Study 7,Mug: least liked,10,10
R_7f7JCYgLUwcSesY,Study 7,Notebook: least liked,10,10
R_7fwy6ORnJyhYFHT,Study 7,Bottle: least liked,5,10
R_7fwy6ORnJyhYFHT,Study 7,Mug: least liked,6,10
R_7fwy6ORnJyhYFHT,Study 7,Notebook: least liked,7,10
R_7fxC3piuu4Qv0rz,Study 7,Bottle: most liked,4,10
R_7fxC3piuu4Qv0rz,Study 7,Mug: most liked,3,10
R_7fxC3piuu4Qv0rz,Study 7,Notebook: most liked,4,10
R_7hFitXikcXBU35o,Study 7,Bottle: most liked,5,10
R_7hFitXikcXBU35o,Study 7,Mug: most liked,5,10
R_7hFitXikcXBU35o,Study 7,Notebook: most liked,5,10
R_7hgYSCatAwVMZ6e,Study 7,Bottle: least liked,8,10
R_7hgYSCatAwVMZ6e,Study 7,Mug: least liked,8,10
R_7hgYSCatAwVMZ6e,Study 7,Notebook: least liked,8,10
R_7huUnDW9OKeejnl,Study 7,Bottle: least liked,7,10
R_7huUnDW9OKeejnl,Study 7,Mug: least liked,6,10
R_7huUnDW9OKeejnl,Study 7,Notebook: least liked,8,10
R_7iDRervan1OUPEv,Study 7,Bottle: least liked,4,10
R_7iDRervan1OUPEv,Study 7,Mug: least liked,4,10
R_7iDRervan1OUPEv,Study 7,Notebook: least liked,4,10
R_7iVIIE3eoo3dnBd,Study 7,Money,5,10
R_7ij2rCG8r8v5I1r,Study 7,Money,5,10
R_7j3f1vmqLl1Bb1N,Study 7,Bottle: most liked,5,10
R_7j3f1vmqLl1Bb1N,Study 7,Mug: most liked,5,10
R_7j3f1vmqLl1Bb1N,Study 7,Notebook: most liked,5,10
R_7jYUkPJeV4d6fxp,Study 7,Bottle: least liked,5,10
R_7jYUkPJeV4d6fxp,Study 7,Mug: least liked,5,10
R_7jYUkPJeV4d6fxp,Study 7,Notebook: least liked,5,10
R_7jkPmesAhjX8kG8,Study 7,Bottle: least liked,5,10
R_7jkPmesAhjX8kG8,Study 7,Mug: least liked,5,10
R_7jkPmesAhjX8kG8,Study 7,Notebook: least liked,5,10
R_7kk6Eq2lu9IMWoK,Study 7,Money,5,10
R_7kpn0p7LNZO1QlX,Study 7,Bottle: least liked,8,10
R_7kpn0p7LNZO1QlX,Study 7,Mug: least liked,9,10
R_7kpn0p7LNZO1QlX,Study 7,Notebook: least liked,5,10
R_7kwgWk8P6dDKy3G,Study 7,Bottle: most liked,9,10
R_7kwgWk8P6dDKy3G,Study 7,Mug: most liked,9,10
R_7kwgWk8P6dDKy3G,Study 7,Notebook: most liked,0,10
R_7lDpxDRPr3s5jwL,Study 7,Money,0.3333333333333333,10
R_7lTxoLBDKFtit45,Study 7,Money,4.666666666666667,10
R_7lyE876hPQ6YgQU,Study 7,Money,5,10
R_7mdmYydenVeoarv,Study 7,Bottle: least liked,2,10
R_7mdmYydenVeoarv,Study 7,Mug: least liked,2,10
R_7mdmYydenVeoarv,Study 7,Notebook: least liked,4,10
R_7oGetXKmsRvQ5jj,Study 7,Bottle: most liked,5,10
R_7oGetXKmsRvQ5jj,Study 7,Mug: most liked,5,10
R_7oGetXKmsRvQ5jj,Study 7,Notebook: most liked,5,10
R_7p6gd2ZACAH8Sxa,Study 7,Money,4.333333333333333,10
R_7pdBye58x1Htulr,Study 7,Bottle: most liked,4,10
R_7pdBye58x1Htulr,Study 7,Mug: most liked,5,10
R_7pdBye58x1Htulr,Study 7,Notebook: most liked,3,10
R_7pyDkaMZCi6WxA5,Study 7,Bottle: least liked,8,10
