ID,period,resource,score,donation,ID_ses,payoff,timestamp,session,session_comment,cqtrials,age,gender,bidtissue,regrettissue,socnorm,desirability,dmu,fung,perish,bid,buy
07uq90ge,3,Water,103,5,523,10,2023-03-24T11:00:07Z,xit6phor,RAS,2,22,Other,0.2,no,6,3,2,1,7,0,FALSE
rg4qrb25,3,Water,67,8,300,0,2023-03-24T11:00:08Z,xit6phor,RAS,2,25,Female,0.1,no,5,2,4,2,3,0,FALSE
mnzt02sm,3,Water,24,5,238,2,2023-03-24T11:00:08Z,xit6phor,RAS,1,31,Female,0.1,no,4,2,1,1,7,0,FALSE
r38hnu2q,3,Water,66,4,157,10,2023-03-24T11:00:10Z,xit6phor,RAS,2,29,Female,0,no,7,3,1,1,7,0.1,FALSE
9apavdko,3,Time,57,5,217,9.4,2023-03-24T13:00:57Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,23,Male,1.1,no,5,1,4,6,1,0,FALSE
1zv42l2i,3,Time,47,3,157,4.4,2023-03-24T13:01:03Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,20,Female,0.6,no,2,2,4,7,7,0,FALSE
ommn2dez,3,Time,67,5,536,5,2023-03-24T13:01:04Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",3,23,Other,0.1,no,6,2,3,3,1,0,FALSE
khlclpkw,3,Time,41,5,893,10,2023-03-24T13:01:05Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,22,Female,0,no,5,2,7,7,7,0,FALSE
e5l2chrb,3,Time,90,2,238,0,2023-03-24T13:01:05Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,20,Female,0.5,no,6,6,7,7,1,0.5,FALSE
m8jgukx8,3,Time,80,5,145,10,2023-03-24T13:01:05Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,22,Female,0.1,no,6,1,4,7,7,0,FALSE
kqfnk5a6,3,Time,95,0,523,3,2023-03-24T13:01:06Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,23,Female,0.1,no,6,5,5,7,2,0.2,FALSE
hm0bpqlh,3,Time,119,0,103,5,2023-03-24T13:01:06Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,20,Female,0,no,1,1,4,5,5,0,FALSE
a6y9ef4p,3,Time,57,3,300,0,2023-03-24T13:01:06Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,21,Male,0.4,no,6,3,4,7,4,0.1,FALSE
6ikmntch,3,Time,64,5,319,2,2023-03-24T13:01:07Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,21,Female,0.1,no,3,1,4,7,1,0.1,FALSE
7zla5ugb,3,Time,98,5,825,5,2023-03-24T13:01:07Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,21,Male,0.4,no,2,4,4,4,7,0,FALSE
100o2hlf,3,Time,61,0,451,10,2023-03-24T13:01:07Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,21,Female,0,no,4,4,6,7,7,0,FALSE
13n23f5i,3,Time,49,5,131,8,2023-03-24T13:01:07Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,22,Male,0.1,no,6,3,6,7,2,0.5,FALSE
9bwanaqz,3,Time,49,5,382,10,2023-03-24T13:01:08Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,21,Female,0.2,no,4,1,4,7,1,0,FALSE
en7ol5v3,3,Time,60,5,473,0,2023-03-24T13:01:09Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,20,Female,0,no,1,4,4,6,7,0,FALSE
5as6k011,3,Time,60,5,672,4,2023-03-24T13:01:10Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",2,20,Female,0,no,1,1,4,6,5,0,FALSE
bln3laua,3,Time,80,0,634,10,2023-03-24T13:01:10Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",3,21,Female,0,no,6,1,7,7,1,0,FALSE
as28j8ve,3,Time,38,10,864,0,2023-03-24T13:01:13Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,22,Male,0.1,no,2,1,7,7,1,0,FALSE
u8aqnz4m,3,Time,16,5,579,-0.6,2023-03-24T13:01:14Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",3,19,Male,1.5,yes,5,6,3,4,1,0.1,FALSE
0qxwk97n,3,Time,82,5,402,4.4,2023-03-24T13:01:15Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",2,23,Female,0.9,no,3,5,3,7,7,0,FALSE
bqsxu1xy,3,Time,61,0,615,5,2023-03-24T13:01:15Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,22,Male,0.2,no,3,7,4,7,4,0.1,FALSE
iv52n302,3,Time,79,4,259,7,2023-03-24T13:01:15Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,23,Female,0.5,no,4,7,7,7,1,1,FALSE
6ov9v3hx,3,Time,102,6,397,6,2023-03-24T13:01:15Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",2,22,Female,0.1,no,4,1,4,4,1,0.1,FALSE
5imbxol7,3,Time,42,5,281,-0.6,2023-03-24T13:01:15Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",2,24,Female,0.8,no,3,4,4,4,4,2,TRUE
ny7pjl5v,3,Time,49,7,341,1,2023-03-24T13:01:21Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",1,19,Female,0.4,no,3,2,4,7,1,0,FALSE
ntahcvv0,3,Time,62,5,110,9,2023-03-24T13:01:22Z,c6w8j4tc,"579 sujet assez louche, limite drogué, il nous a volé une canette et un kitkat en fin de session...",2,27,Male,0.5,no,3,1,7,7,1,0.5,FALSE
s1c132wz,3,Pen,96,5,259,0,2023-03-27T08:00:15Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,1,21,Male,0.4,no,2,1,4,3,2,0,FALSE
ox8hnfpw,3,Pen,36,5,523,-0.6,2023-03-27T08:00:16Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,2,24,Female,0.8,no,1,3,4,7,7,0.2,FALSE
egh938mf,3,Pen,29,5,777,0,2023-03-27T08:00:18Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,3,24,Female,0.1,no,7,2,3,2,5,0.1,FALSE
51w2c7en,3,Pen,51,4,451,-0.6,2023-03-27T08:00:18Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,2,22,Male,1.1,no,6,4,2,4,2,0.5,FALSE
aiu5t33s,3,Pen,56,10,397,0,2023-03-27T08:00:19Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,1,22,Male,0.25,no,2,1,4,1,2,0.01,FALSE
5enrece4,3,Pen,81,5,825,0,2023-03-27T08:00:19Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,1,23,Other,0.5,no,5,2,4,7,2,0.2,FALSE
kttqoomo,3,Pen,70,5,382,0,2023-03-27T08:00:20Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,1,20,Female,0.1,no,7,2,4,5,3,0,FALSE
vktc4s2a,3,Pen,37,5,281,0,2023-03-27T08:00:21Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,2,22,Female,0.2,no,5,1,1,1,4,0.2,FALSE
ukv46jkp,3,Pen,54,0,341,-0.6,2023-03-27T08:00:21Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,1,22,Male,1.89,yes,2,3,3,1,3,0.4,FALSE
njdhgnl6,3,Pen,87,5,131,0,2023-03-27T08:00:21Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,1,25,Other,0.05,no,5,6,4,4,5,1,FALSE
e74onooy,3,Pen,62,0,634,0,2023-03-27T08:00:22Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,2,20,Male,0,no,5,3,5,2,1,0,FALSE
7n7i5dv0,3,Pen,19,1,157,-0.6,2023-03-27T08:00:22Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,3,28,Female,1,no,4,3,4,4,4,0.2,FALSE
t2o0gt6y,3,Pen,104,5,473,0,2023-03-27T08:00:23Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,1,20,Male,0.2,no,4,4,2,2,2,0.1,FALSE
czo7qx8t,3,Pen,68,2,103,0,2023-03-27T08:00:23Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,1,20,Female,0.2,no,7,5,4,6,3,0.2,FALSE
4tsal1f7,3,Pen,46,0,816,-0.6,2023-03-27T08:00:24Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,1,24,Female,0.7,no,1,1,1,1,1,0,FALSE
hxzwuwnw,3,Pen,9,5,110,0,2023-03-27T08:00:26Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,2,39,Female,0.3,no,4,3,4,2,4,0.5,FALSE
encddgz3,3,Pen,44,5,402,0,2023-03-27T08:00:26Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,3,21,Female,0.4,no,3,4,5,5,6,0.1,FALSE
3b4ll1ez,3,Pen,100,3,615,0,2023-03-27T08:00:27Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,1,22,Female,0.3,no,5,5,2,1,7,0.6,FALSE
9gj2t7vi,3,Pen,59,0,579,0,2023-03-27T08:00:28Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,2,18,Male,0.2,no,5,5,4,4,4,0.7,FALSE
bf3e9e4l,3,Pen,0,0,238,0,2023-03-27T08:00:40Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,3,36,Female,0.1,no,4,4,4,4,5,0.4,FALSE
6o75o86u,3,Water,91,10,609,9,2023-03-27T10:00:58Z,qwt60r6b,NA,2,26,Female,0.1,no,7,1,1,2,7,0.1,FALSE
ebwqhbw6,3,Water,78,5,238,2,2023-03-27T10:00:59Z,qwt60r6b,NA,1,24,Female,0.2,no,1,2,1,2,2,0.2,FALSE
qvpzts87,3,Water,42,5,615,3,2023-03-27T10:00:59Z,qwt60r6b,NA,3,18,Male,0.3,no,4,3,5,1,5,0.5,FALSE
f8alzega,3,Water,32,4,402,5.4,2023-03-27T10:01:00Z,qwt60r6b,NA,1,20,Female,0.6,no,5,1,1,1,7,0.3,FALSE
5x8f8n24,3,Water,43,5,259,1.4,2023-03-27T10:01:00Z,qwt60r6b,NA,1,21,Male,0.7,no,3,2,1,1,7,0.2,FALSE
z76naopl,3,Water,42,3,103,1,2023-03-27T10:01:00Z,qwt60r6b,NA,2,18,Male,0.2,no,3,5,1,3,2,1.1,FALSE
8kefqxr0,3,Water,49,4,680,7,2023-03-27T10:01:01Z,qwt60r6b,NA,1,25,Male,0.2,no,5,3,4,2,7,0.3,FALSE
uj7zbk3l,3,Water,46,4,157,0,2023-03-27T10:01:01Z,qwt60r6b,NA,2,19,Female,0.3,no,2,4,1,4,6,0.5,FALSE
9523qbin,3,Water,49,5,300,5,2023-03-27T10:01:01Z,qwt60r6b,NA,2,18,Female,0.1,no,6,3,4,1,7,0.4,FALSE
524jz5sc,3,Water,42,0,904,4,2023-03-27T10:01:01Z,qwt60r6b,NA,1,19,Female,0.5,no,5,6,7,4,5,1.7,FALSE
255rrwfy,3,Water,62,0,451,8,2023-03-27T10:01:01Z,qwt60r6b,NA,3,21,Female,0.1,no,6,7,4,4,6,0.1,FALSE
lcqfsp8b,3,Water,45,4,777,5.4,2023-03-27T10:01:02Z,qwt60r6b,NA,1,18,Female,0.9,yes,3,5,5,5,3,0.7,FALSE
z1o3j47u,3,Water,66,4,752,9,2023-03-27T10:01:02Z,qwt60r6b,NA,3,21,Female,0.1,no,5,3,3,4,4,0.3,FALSE
xxns55ag,3,Water,55,4,473,8,2023-03-27T10:01:02Z,qwt60r6b,NA,1,18,Female,0.1,no,5,1,4,2,7,0.3,FALSE
tbxw2pwa,3,Water,55,0,536,10,2023-03-27T10:01:04Z,qwt60r6b,NA,1,17,Male,0.2,no,4,7,1,1,2,0.7,FALSE
mwzdprx4,3,Water,62,2,319,5,2023-03-27T10:01:06Z,qwt60r6b,NA,1,18,Male,0.1,no,5,5,2,2,2,0.3,FALSE
o1bqfpam,3,Water,77,0,131,3.4,2023-03-27T10:01:06Z,qwt60r6b,NA,1,21,Female,1,no,1,2,2,2,3,0.5,FALSE
56gwqmur,3,Water,73,9,672,1,2023-03-27T10:01:07Z,qwt60r6b,NA,1,18,Female,0.5,no,6,3,3,4,7,1.2,FALSE
tyktmazp,3,Time,15,2,397,-0.6,2023-03-27T11:59:55Z,1kvadbae,NA,3,21,Female,1.5,no,6,4,4,7,1,2,TRUE
k2iz90kq,3,Time,87,5,609,0,2023-03-27T12:00:03Z,1kvadbae,NA,1,21,Male,0.1,no,4,6,5,7,1,0.7,FALSE
3u67fggz,3,Time,62,0,473,0,2023-03-27T12:00:05Z,1kvadbae,NA,1,20,Female,0.1,no,1,7,7,7,1,0.3,FALSE
w0s1qtki,3,Time,55,4,536,0,2023-03-27T12:00:06Z,1kvadbae,NA,1,20,Female,0.1,no,4,5,4,7,7,0.1,FALSE
gvxsbjys,3,Time,41,0,777,0,2023-03-27T12:00:07Z,1kvadbae,NA,1,19,Female,0.2,no,2,7,5,7,1,0,FALSE
uv79x5bo,3,Time,28,4,672,-0.6,2023-03-27T12:00:08Z,1kvadbae,NA,1,20,Female,0.6,no,2,1,6,7,7,0.1,FALSE
tdaj0o19,3,Time,62,5,680,-0.6,2023-03-27T12:00:08Z,1kvadbae,NA,1,19,Female,0.8,no,1,2,5,4,7,0,FALSE
9sh7n0lw,3,Time,58,5,281,0,2023-03-27T12:00:08Z,1kvadbae,NA,1,23,Male,0.5,no,4,4,4,7,7,0.5,FALSE
5mu23zo1,3,Time,72,0,748,0,2023-03-27T12:00:08Z,1kvadbae,NA,1,22,Male,0.05,no,1,4,4,7,6,0,FALSE
42wd49th,3,Time,70,5,131,0,2023-03-27T12:00:08Z,1kvadbae,NA,1,22,Female,0,no,1,1,6,7,1,0,FALSE
0rnetymb,3,Time,31,3,752,0,2023-03-27T12:00:10Z,1kvadbae,NA,1,21,Female,0.2,no,6,2,5,7,7,0.1,FALSE
a7ggp4zq,3,Time,30,5,300,0,2023-03-27T12:00:10Z,1kvadbae,NA,1,20,Female,0.2,no,5,5,6,7,7,0.3,FALSE
zyc1d93h,3,Time,71,2,103,0,2023-03-27T12:00:10Z,1kvadbae,NA,1,20,Female,0.5,no,4,4,6,7,1,0.1,FALSE
07jvbj8j,3,Time,54,0,825,0,2023-03-27T12:00:11Z,1kvadbae,NA,1,20,Female,0,no,1,6,4,7,7,0,FALSE
cnx0pl5y,3,Time,42,2,157,0,2023-03-27T12:00:15Z,1kvadbae,NA,2,21,Female,0.2,no,7,2,4,5,7,0.2,FALSE
77pxfwtx,3,Time,64,2,904,0,2023-03-27T12:00:16Z,1kvadbae,NA,2,22,Female,0,no,3,1,4,7,7,0,FALSE
q77cra6l,3,Money,37,0,904,0,2023-03-27T14:02:36Z,jtfig3oe,subject number 672 did not really speak French!,2,19,Female,0.1,no,3,7,6,7,1,NA,NA
rjtqos88,3,Money,94,5,752,0,2023-03-27T14:02:43Z,jtfig3oe,subject number 672 did not really speak French!,1,23,Female,0,no,5,4,7,7,1,NA,NA
jxyumamq,3,Money,159,0,777,0,2023-03-27T14:02:43Z,jtfig3oe,subject number 672 did not really speak French!,1,21,Male,0.1,no,2,7,4,7,3,NA,NA
m9jx7577,3,Money,65,1,319,-0.6,2023-03-27T14:02:44Z,jtfig3oe,subject number 672 did not really speak French!,2,22,Male,1,no,6,7,4,7,1,NA,NA
uzojfp60,3,Money,54,0,103,-2.5,2023-03-27T14:02:44Z,jtfig3oe,subject number 672 did not really speak French!,2,20,Female,0.8,no,6,7,7,7,7,NA,NA
0ouw5fp4,3,Money,57,3,748,0,2023-03-27T14:02:44Z,jtfig3oe,subject number 672 did not really speak French!,2,19,Female,0,no,7,6,4,7,1,NA,NA
5agqi38e,3,Money,48,0,609,0,2023-03-27T14:02:45Z,jtfig3oe,subject number 672 did not really speak French!,1,20,Female,0.1,no,1,4,3,5,1,NA,NA
jti3ay2d,3,Money,28,3,110,0,2023-03-27T14:02:45Z,jtfig3oe,subject number 672 did not really speak French!,1,20,Male,0.5,no,5,6,6,7,2,NA,NA
bd389r1m,3,Money,34,5,402,0,2023-03-27T14:02:45Z,jtfig3oe,subject number 672 did not really speak French!,2,31,Female,0.1,no,5,5,6,7,1,NA,NA
2m2xy01m,3,Money,57,0,238,0,2023-03-27T14:02:46Z,jtfig3oe,subject number 672 did not really speak French!,1,18,Female,0.1,no,1,7,1,7,1,NA,NA
k5u4elx1,3,Money,61,1,157,0,2023-03-27T14:02:46Z,jtfig3oe,subject number 672 did not really speak French!,2,19,Female,0.45,no,7,7,7,7,1,NA,NA
ci2fiwj4,3,Money,56,2,634,0,2023-03-27T14:02:46Z,jtfig3oe,subject number 672 did not really speak French!,1,19,Female,0.3,no,6,7,4,7,1,NA,NA
fdrqp17d,3,Money,79,0,473,0,2023-03-27T14:02:46Z,jtfig3oe,subject number 672 did not really speak French!,1,22,Female,0.3,no,4,7,4,7,1,NA,NA
tsy7pya3,3,Money,81,5,131,0,2023-03-27T14:02:46Z,jtfig3oe,subject number 672 did not really speak French!,2,20,Female,0.1,no,4,4,4,7,5,NA,NA
3ob35yp1,3,Money,61,1,536,0,2023-03-27T14:02:47Z,jtfig3oe,subject number 672 did not really speak French!,2,19,Female,0.05,no,3,7,7,2,3,NA,NA
wk8j3j8a,3,Money,55,1,281,0,2023-03-27T14:02:47Z,jtfig3oe,subject number 672 did not really speak French!,3,20,Male,0.1,no,2,7,6,7,3,NA,NA
h0dkciwq,3,Money,18,0,300,0,2023-03-27T14:02:48Z,jtfig3oe,subject number 672 did not really speak French!,1,21,Male,0.1,no,4,7,4,5,1,NA,NA
s41hwoal,3,Money,66,0,680,0,2023-03-27T14:02:48Z,jtfig3oe,subject number 672 did not really speak French!,1,18,Male,0.2,no,1,7,7,7,2,NA,NA
7ob8hyqd,3,Money,44,3,451,0,2023-03-27T14:02:49Z,jtfig3oe,subject number 672 did not really speak French!,1,19,Female,0.5,no,5,6,6,6,5,NA,NA
wd6p6hat,3,Money,28,0,259,0,2023-03-27T14:02:50Z,jtfig3oe,subject number 672 did not really speak French!,1,23,Female,0.4,no,1,7,7,7,7,NA,NA
l3momwsw,3,Money,77,2,397,0,2023-03-27T14:02:52Z,jtfig3oe,subject number 672 did not really speak French!,1,21,Male,0,no,1,7,7,7,1,NA,NA
2ut3u9rq,3,Money,37,3,672,0,2023-03-27T14:03:15Z,jtfig3oe,subject number 672 did not really speak French!,1,21,Female,0.3,no,3,3,6,2,7,NA,NA
t13psiaz,3,Water,90,2,609,10,2023-03-28T07:59:42Z,z966e3ve,NA,1,25,Female,0.1,no,4,2,1,2,6,0.1,FALSE
1dxwwwrc,3,Water,20,5,579,0,2023-03-28T07:59:43Z,z966e3ve,NA,1,20,Female,0.5,no,6,4,5,2,4,0.5,FALSE
m7ek7rep,3,Water,170,5,103,8,2023-03-28T07:59:43Z,z966e3ve,NA,1,32,Female,0,no,1,2,1,1,7,0.2,FALSE
shpx2uuh,3,Water,75,4,300,3,2023-03-28T07:59:44Z,z966e3ve,NA,1,19,Male,0.05,no,7,1,1,2,3,0.2,FALSE
ctp1wu6a,3,Water,41,10,110,5,2023-03-28T07:59:45Z,z966e3ve,NA,1,23,Male,0.3,no,6,1,1,1,3,0.1,FALSE
qv7ncrz5,3,Water,56,0,816,10,2023-03-28T07:59:45Z,z966e3ve,NA,3,22,Female,0.15,no,5,4,4,2,7,0.2,FALSE
acgd3coe,3,Water,102,2,397,0,2023-03-28T07:59:45Z,z966e3ve,NA,2,20,Female,0,no,4,1,3,4,4,0,FALSE
mpj7l40k,3,Water,32,10,634,0,2023-03-28T07:59:45Z,z966e3ve,NA,2,20,Female,0,no,1,1,1,7,7,0,FALSE
z3gjkujc,3,Water,61,10,451,5,2023-03-28T07:59:45Z,z966e3ve,NA,1,19,Male,0.1,no,3,1,1,1,7,0,FALSE
x2v654u7,3,Water,56,5,145,5.5,2023-03-28T07:59:46Z,z966e3ve,NA,1,20,Female,0.5,no,4,4,4,4,6,1.2,FALSE
yr5zlab9,3,Water,85,0,157,10,2023-03-28T07:59:47Z,z966e3ve,NA,2,24,Female,0.4,no,2,1,1,1,3,0.3,FALSE
7hcgizzf,3,Water,95,0,259,10,2023-03-28T07:59:47Z,z966e3ve,NA,1,21,Female,0.2,no,6,4,1,2,4,0,FALSE
04rz8abq,3,Water,52,5,238,5,2023-03-28T07:59:47Z,z966e3ve,NA,1,19,Male,0,no,4,1,1,1,7,0,FALSE
2gmhvgvy,3,Water,37,5,341,5,2023-03-28T07:59:47Z,z966e3ve,NA,3,19,Female,0,no,5,3,2,1,4,0,FALSE
11nb7rps,3,Water,61,5,615,5.5,2023-03-28T07:59:48Z,z966e3ve,NA,1,18,Female,0.5,yes,7,6,5,2,6,1.8,FALSE
0yp7wl9q,3,Water,50,5,319,-0.6,2023-03-28T07:59:48Z,z966e3ve,NA,2,22,Male,0.7,no,7,2,1,2,6,0.1,FALSE
2925mnju,3,Water,79,4,281,5.4,2023-03-28T07:59:49Z,z966e3ve,NA,1,22,Male,0.7,no,1,4,3,2,1,1,FALSE
pvtq4obp,3,Water,64,6,217,3,2023-03-28T07:59:49Z,z966e3ve,NA,3,22,Female,0.2,no,4,2,2,3,3,0.2,FALSE
tfncumft,3,Water,141,4,131,2,2023-03-28T07:59:49Z,z966e3ve,NA,1,20,Male,0.5,no,6,5,2,2,7,0.4,FALSE
6wznhq7a,3,Water,59,0,825,4,2023-03-28T07:59:50Z,z966e3ve,NA,2,23,Male,0.3,no,1,4,4,4,4,0,FALSE
tqjdr4ka,3,Water,118,10,523,0,2023-03-28T10:00:24Z,ukc8h7c8,NA,1,20,Male,0.1,no,1,1,1,1,6,0,FALSE
phw2n9c4,3,Water,52,0,904,0,2023-03-28T10:00:24Z,ukc8h7c8,NA,1,18,Male,0,no,5,1,4,2,7,0,FALSE
pfmz8zsq,3,Water,82,0,341,0,2023-03-28T10:00:31Z,ukc8h7c8,NA,1,21,Male,0,no,6,6,2,1,7,0,FALSE
977vdlvz,3,Water,67,10,131,0,2023-03-28T10:00:31Z,ukc8h7c8,NA,1,19,Female,0.1,no,4,1,1,1,7,0,FALSE
rrcr2lwe,3,Water,65,1,382,0,2023-03-28T10:00:31Z,ukc8h7c8,NA,3,19,Male,0,no,4,4,4,1,4,0.25,FALSE
rr36mrxd,3,Water,63,3,259,0,2023-03-28T10:00:32Z,ukc8h7c8,NA,2,22,Male,0.1,no,6,3,2,2,6,0.2,FALSE
vm4rys0v,3,Water,49,4,238,0,2023-03-28T10:00:33Z,ukc8h7c8,NA,2,25,Male,0.2,no,3,5,4,3,5,0.5,FALSE
aw3rs1qk,3,Water,88,10,110,0,2023-03-28T10:00:33Z,ukc8h7c8,NA,1,18,Female,0,no,7,1,4,2,4,0.1,FALSE
7xd8fhh7,3,Water,84,5,397,0,2023-03-28T10:00:34Z,ukc8h7c8,NA,1,19,Female,0,no,5,2,1,1,5,0,FALSE
61ydz158,3,Water,44,5,300,0,2023-03-28T10:00:34Z,ukc8h7c8,NA,2,21,Female,0.3,no,6,5,3,2,7,0.5,FALSE
74ad9nz9,3,Water,67,3,319,0,2023-03-28T10:00:34Z,ukc8h7c8,NA,1,19,Male,0.2,no,1,6,5,1,7,0.4,FALSE
g7emupg5,3,Water,48,3,672,0,2023-03-28T10:00:35Z,ukc8h7c8,NA,1,19,Female,0,no,3,3,5,2,5,0.1,FALSE
s5wc1l3b,3,Water,53,5,961,0,2023-03-28T10:00:35Z,ukc8h7c8,NA,2,23,Other,0,no,1,4,1,1,7,0,FALSE
ksoaofp3,3,Water,104,5,473,0,2023-03-28T10:00:35Z,ukc8h7c8,NA,1,21,Female,0,no,1,1,4,2,5,0,FALSE
zyh88wzi,3,Water,58,3,609,0,2023-03-28T10:00:35Z,ukc8h7c8,NA,1,19,Male,0.1,no,6,6,4,2,7,0.5,FALSE
vvi1p9ye,3,Water,42,1,451,0,2023-03-28T10:00:35Z,ukc8h7c8,NA,2,22,Male,0,no,4,1,1,6,7,0,FALSE
7yi2rv1p,3,Water,45,5,634,0,2023-03-28T10:00:36Z,ukc8h7c8,NA,1,20,Male,0.1,no,4,2,2,1,5,0,FALSE
r06ctuwp,3,Water,42,3,615,0,2023-03-28T10:00:36Z,ukc8h7c8,NA,1,28,Female,0.1,no,7,4,2,3,2,0.25,FALSE
ed6f5uok,3,Water,71,6,752,0,2023-03-28T10:00:36Z,ukc8h7c8,NA,1,27,Male,0.1,no,5,3,3,7,1,0.5,FALSE
0jsc149c,3,Water,72,2,816,0,2023-03-28T10:00:37Z,ukc8h7c8,NA,1,19,Female,0.2,no,4,7,4,2,2,0.3,FALSE
o826fno0,3,Water,35,5,103,0,2023-03-28T10:00:37Z,ukc8h7c8,NA,1,21,Female,0,no,5,6,2,2,3,0.1,FALSE
pz1jh8nf,3,Water,19,8,145,0,2023-03-28T10:00:37Z,ukc8h7c8,NA,1,21,Female,0,no,6,1,1,1,6,0,FALSE
6w4u2ck2,3,Water,44,3,281,0,2023-03-28T10:00:38Z,ukc8h7c8,NA,3,24,Female,0.1,no,3,2,3,3,6,0.5,FALSE
0wnrm4hb,3,Water,57,8,913,0,2023-03-28T10:00:39Z,ukc8h7c8,NA,1,19,Female,0.1,no,7,2,1,4,6,0,FALSE
cenmmxqd,3,Water,27,3,157,0,2023-03-28T10:00:40Z,ukc8h7c8,NA,3,18,Female,0,no,5,3,6,4,7,0.3,FALSE
zk2ot6ow,3,Water,18,5,536,0,2023-03-28T10:00:41Z,ukc8h7c8,NA,1,21,Female,0,no,1,4,1,1,7,0,FALSE
fv75g5w7,3,Water,66,0,217,-0.6,2023-03-28T10:00:45Z,ukc8h7c8,NA,1,19,Male,0.6,yes,6,2,4,1,1,0,FALSE
x0wpujz3,3,Water,40,2,825,0,2023-03-28T10:01:17Z,ukc8h7c8,NA,1,22,Male,0.1,no,2,2,1,1,6,0.6,FALSE
